year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh
2025,3,25.54258065,84.30645161,129.94,4.775725806,1942.51,1230248.87
2025,4,27.709,76.365,58.57,6.351053333,1927.27,1436581.76
2025,5,27.97193548,80.07580645,205.3,5.792709677,2201.79,1345852.77
2025,6,27.071,85.38966667,306.65,4.777903333,1516.77,1114110.95
2025,7,26.54,89.36967742,527.35,3.878625806,1659.7,1118185.43
2025,8,26.61096774,84.87129032,304.81,4.718567742,1338.69,1140089.94
2025,9,25.99466667,89.33733333,450.61,3.6916,1897.82,1197705.27
2025,10,26.33,89.4183871,431.05,3.840093548,1974.67,1235605.31
2025,11,25.99666667,90.85533333,545.72,3.49535,1559.09,1268142.22
2025,12,24.81870968,90.02064516,334.43,3.226519355,1714.06,1312568.19
2026,1,23.2261,88.0216,7.1087,3.3363,2450.0,1185000.0
2026,2,23.8389,85.3389,4.7214,4.392,2510.0,1212000.0
2026,3,24.43,78.0681,0.95,5.518,2635.0,1268000.0
2026,4,27.45,69.058,0.4893,6.7457,2780.0,1325000.0
2026,5,29.1093,68.5257,1.6043,7.1437,2895.0,1389000.0
