year,month,day,solar_irradiance,rainfall,humidity,temperature,peak_demand_kw,consumption_kwh
2015,4,28,7.1635,0.03,65.72,28.82,1892.54,46987.08
2015,4,29,6.8585,0.01,63.77,29.36,1901.34,47205.7
2015,4,30,6.9338,0.0,62.54,29.47,1905.69,47313.76
2015,5,1,7.2936,0.22,63.95,29.24,1861.56,46218.02
2015,5,2,6.1334,0.61,68.81,29.03,1834.99,45558.49
2015,5,3,4.4794,4.76,75.47,28.28,1785.84,44337.98
2015,5,4,5.713,2.3,73.86,28.49,1813.41,45022.57
2015,5,5,7.1246,1.36,71.11,28.81,1847.21,45861.84
2015,5,6,6.8124,0.18,70.06,28.18,1825.1,45312.93
2015,5,7,6.6178,1.24,66.13,29.64,1859.69,46171.68
2015,5,8,6.8842,0.92,66.86,29.02,1848.36,45890.22
2015,5,9,5.903,1.33,68.16,29.19,1834.96,45557.57
2015,5,10,4.0646,2.26,73.39,28.83,1792.37,44500.29
2015,5,11,6.3838,0.12,64.18,30.52,1878.31,46633.86
2015,5,12,6.439,0.58,68.4,29.45,1851.47,45967.63
2015,5,13,7.2854,0.67,70.25,28.54,1843.03,45758.08
2015,5,14,6.5304,0.28,70.31,28.4,1825.78,45329.75
2015,5,15,6.1145,1.16,71.2,28.39,1818.04,45137.62
2015,5,16,7.2408,0.1,66.97,28.84,1850.1,45933.57
2015,5,17,7.1609,0.01,65.49,28.6,1842.36,45741.44
2015,5,18,6.7075,0.0,60.3,29.22,1850.37,45940.24
2015,5,19,6.9228,0.0,59.59,30.09,1877.05,46602.52
2015,5,20,6.7894,0.41,59.72,30.48,1884.78,46794.48
2015,5,21,6.2318,1.93,63.46,30.54,1876.01,46576.84
2015,5,22,5.7283,1.08,69.36,29.53,1840.57,45696.92
2015,5,23,5.7859,0.7,72.04,29.27,1834.9,45556.08
2015,5,24,5.7602,0.19,61.77,29.85,1849.43,45916.85
2015,5,25,5.7492,1.38,69.46,29.05,1828.54,45398.25
2015,5,26,5.8978,0.96,67.75,29.49,1842.63,45748.1
2015,5,27,5.957,1.6,65.42,29.81,1852.0,45980.8
2015,5,28,6.2431,0.72,64.67,30.11,1865.05,46304.64
2015,5,29,6.1858,3.63,72.4,28.95,1833.87,45530.51
2015,5,30,6.2374,6.81,71.03,29.14,1839.74,45676.3
2015,5,31,6.4606,0.93,69.53,29.34,1849.0,45906.3
2015,6,1,6.7783,2.47,72.38,28.9,1728.64,42917.97
2015,6,2,6.6569,2.3,74.29,28.52,1717.28,42635.95
2015,6,3,6.4997,2.44,66.44,29.96,1749.8,43443.41
2015,6,4,6.9499,1.21,70.32,29.23,1739.65,43191.38
2015,6,5,5.4768,7.17,71.96,29.1,1711.37,42489.24
2015,6,6,6.0804,13.33,78.87,28.23,1700.49,42218.99
2015,6,7,4.4234,9.69,84.45,27.2,1647.96,40914.96
2015,6,8,5.9515,5.7,77.18,28.4,1702.45,42267.7
2015,6,9,5.8296,4.36,78.24,28.24,1696.51,42120.26
2015,6,10,5.8315,4.27,75.03,28.78,1709.65,42446.42
2015,6,11,6.1003,2.31,74.31,29.13,1722.72,42771.03
2015,6,12,6.3398,1.13,76.3,28.77,1718.02,42654.34
2015,6,13,5.6232,1.22,76.5,27.97,1686.5,41871.69
2015,6,14,6.1654,2.17,76.24,28.29,1703.38,42290.76
2015,6,15,6.4546,5.84,75.4,28.56,1714.84,42575.35
2015,6,16,5.2178,5.72,80.91,27.72,1673.67,41553.28
2015,6,17,5.395,6.04,79.73,27.92,1681.47,41746.74
2015,6,18,4.5878,15.08,77.01,28.25,1675.86,41607.47
2015,6,19,5.593,5.89,75.54,28.69,1703.42,42291.92
2015,6,20,4.2924,11.7,83.2,27.3,1648.18,40920.38
2015,6,21,4.5427,5.49,83.71,26.83,1641.08,40743.96
2015,6,22,5.6508,3.35,82.86,26.96,1662.49,41275.71
2015,6,23,5.8858,3.72,82.14,27.13,1670.5,41474.57
2015,6,24,6.2986,2.02,79.74,27.54,1687.33,41892.45
2015,6,25,6.4217,1.21,76.51,28.23,1706.23,42361.54
2015,6,26,5.6016,2.53,77.05,28.3,1694.13,42061.09
2015,6,27,6.4258,0.35,71.23,29.26,1731.44,42987.52
2015,6,28,6.217,1.88,69.2,29.41,1731.53,42989.75
2015,6,29,6.3199,6.11,74.26,28.84,1719.39,42688.35
2015,6,30,6.3569,5.64,76.66,28.56,1713.19,42534.35
2015,7,1,6.0972,3.42,80.5,27.95,1704.06,42307.69
2015,7,2,6.0132,1.28,78.5,28.27,1710.47,42466.85
2015,7,3,5.1859,2.3,81.26,27.66,1681.66,41751.67
2015,7,4,2.9388,16.36,89.94,26.32,1612.17,40026.3
2015,7,5,2.2073,23.05,89.86,25.88,1589.77,39470.24
2015,7,6,2.9532,22.88,86.21,26.05,1606.0,39873.21
2015,7,7,5.1389,12.2,85.05,26.94,1663.42,41298.67
2015,7,8,2.5289,39.3,92.0,26.79,1616.52,40134.33
2015,7,9,2.0515,23.92,94.82,26.34,1598.03,39675.34
2015,7,10,2.7341,9.52,91.31,25.84,1597.44,39660.64
2015,7,11,3.6372,5.17,85.62,26.29,1622.95,40293.94
2015,7,12,4.423,4.55,86.76,26.43,1639.25,40698.62
2015,7,13,5.0839,2.03,88.53,26.28,1646.51,40878.91
2015,7,14,3.8299,0.41,84.16,26.92,1641.2,40746.94
2015,7,15,5.2159,0.83,86.43,26.54,1654.99,41089.46
2015,7,16,3.5266,4.22,89.3,26.09,1616.36,40130.31
2015,7,17,3.1819,7.78,90.43,26.02,1609.04,39948.6
2015,7,18,4.0699,3.24,87.67,26.11,1625.75,40363.51
2015,7,19,5.9314,0.1,82.61,26.91,1675.85,41607.31
2015,7,20,6.8441,0.58,73.2,28.32,1725.77,42846.78
2015,7,21,5.9623,0.46,78.94,26.65,1670.01,41462.25
2015,7,22,4.836,20.43,82.42,25.55,1624.79,40339.55
2015,7,23,5.6338,5.42,80.91,26.49,1660.68,41230.55
2015,7,24,5.6018,6.82,86.75,26.0,1648.21,40921.12
2015,7,25,5.7578,6.28,84.07,26.39,1660.28,41220.79
2015,7,26,5.9407,7.06,74.78,27.55,1691.65,41999.48
2015,7,27,3.8878,14.95,78.13,26.91,1641.92,40764.87
2015,7,28,5.7667,3.76,81.52,26.07,1652.62,41030.59
2015,7,29,5.9258,2.83,78.95,26.8,1673.07,41538.26
2015,7,30,5.4718,2.18,83.62,26.6,1660.68,41230.62
2015,7,31,6.9281,2.1,81.13,26.91,1692.4,42018.18
2015,8,1,5.2183,4.8,81.51,27.0,1676.07,41612.83
2015,8,2,4.8233,6.97,89.95,26.3,1652.45,41026.28
2015,8,3,6.0869,1.26,79.46,27.73,1708.57,42419.71
2015,8,4,6.4186,5.46,76.96,28.48,1732.7,43018.86
2015,8,5,6.4087,12.48,87.7,26.72,1689.07,41935.41
2015,8,6,5.5589,8.55,89.19,26.32,1665.11,41340.76
2015,8,7,5.7972,0.7,86.15,26.84,1681.83,41755.68
2015,8,8,3.5136,2.91,88.21,26.35,1631.97,40517.79
2015,8,9,3.1838,9.16,85.46,26.6,1632.48,40530.57
2015,8,10,4.4093,2.38,90.33,26.27,1644.87,40838.09
2015,8,11,5.5786,4.93,80.11,27.39,1691.65,41999.63
2015,8,12,4.3925,11.83,80.92,27.66,1678.24,41666.61
2015,8,13,6.1274,8.13,80.46,27.84,1711.97,42503.97
2015,8,14,6.0905,7.51,81.29,27.98,1714.79,42574.04
2015,8,15,6.1805,1.12,79.37,28.48,1728.64,42917.86
2015,8,16,6.5018,4.66,80.27,28.34,1730.66,42968.22
2015,8,17,6.4594,2.13,78.35,28.66,1737.85,43146.6
2015,8,18,6.4846,7.79,79.54,28.81,1741.99,43249.36
2015,8,19,6.3775,3.29,87.88,26.78,1690.03,41959.29
2015,8,20,3.5357,6.47,88.13,26.26,1630.17,40473.25
2015,8,21,2.2584,34.43,89.15,25.89,1600.28,39731.01
2015,8,22,2.2279,30.89,92.68,26.15,1605.93,39871.41
2015,8,23,2.3722,8.29,90.02,26.51,1616.85,40142.55
2015,8,24,3.2002,10.94,94.15,26.05,1619.6,40210.75
2015,8,25,4.8199,1.47,90.51,25.9,1642.67,40783.44
2015,8,26,5.9093,0.15,85.73,26.21,1668.21,41417.69
2015,8,27,5.8627,5.8,81.29,27.12,1689.8,41953.58
2015,8,28,4.8826,15.08,82.9,26.48,1657.81,41159.37
2015,8,29,4.0073,4.4,80.51,26.74,1649.55,40954.33
2015,8,30,5.4586,7.96,85.48,25.99,1655.38,41099.06
2015,8,31,4.4928,1.53,84.91,25.64,1630.98,40493.37
2015,9,1,3.6727,5.03,82.1,26.54,1498.94,37214.96
2015,9,2,4.8698,14.98,88.23,26.56,1517.57,37677.5
2015,9,3,5.5176,9.5,86.39,26.9,1535.02,38110.87
2015,9,4,3.4289,7.81,82.81,27.35,1512.99,37563.87
2015,9,5,5.1235,11.48,80.8,27.84,1549.96,38481.87
2015,9,6,6.3782,4.81,85.25,27.14,1553.58,38571.7
2015,9,7,5.9827,3.0,84.59,27.4,1553.37,38566.41
2015,9,8,6.1411,9.01,83.76,27.48,1557.61,38671.64
2015,9,9,5.7953,6.47,87.18,27.07,1543.08,38310.91
2015,9,10,4.9416,23.08,91.89,26.03,1506.86,37411.69
2015,9,11,4.6769,8.83,89.88,25.86,1499.09,37218.9
2015,9,12,5.2301,7.11,81.71,27.05,1533.98,38085.0
2015,9,13,3.8405,16.79,86.75,26.66,1504.13,37343.83
2015,9,14,4.819,13.96,84.8,27.35,1534.36,38094.38
2015,9,15,6.3017,6.3,86.32,26.51,1538.2,38189.7
2015,9,16,5.5555,12.18,81.84,27.07,1539.41,38219.77
2015,9,17,5.875,5.34,82.15,27.01,1542.95,38307.73
2015,9,18,5.2282,7.13,84.66,26.87,1529.93,37984.52
2015,9,19,5.953,3.45,82.52,27.11,1546.39,38393.18
2015,9,20,5.537,2.65,80.6,27.31,1544.5,38346.16
2015,9,21,4.5816,12.84,83.96,27.13,1525.83,37882.64
2015,9,22,5.7626,4.96,82.25,27.51,1552.45,38543.64
2015,9,23,5.3909,10.34,87.03,26.61,1526.6,37901.85
2015,9,24,5.9618,2.44,88.59,26.83,1540.23,38240.21
2015,9,25,5.875,5.4,91.32,26.59,1533.51,38073.46
2015,9,26,5.3486,2.03,89.3,26.7,1527.97,37935.82
2015,9,27,4.3925,4.38,87.19,26.11,1500.35,37250.11
2015,9,28,4.3937,6.7,92.03,25.61,1489.3,36975.75
2015,9,29,5.1206,2.49,87.5,25.94,1507.55,37428.87
2015,9,30,5.2716,8.82,84.81,26.68,1526.35,37895.62
2015,10,1,2.5126,27.45,88.49,26.12,1437.69,35694.29
2015,10,2,3.1462,37.13,92.19,25.2,1427.39,35438.63
2015,10,3,5.2721,1.44,87.37,25.82,1471.83,36541.96
2015,10,4,2.2889,19.86,90.9,25.54,1422.12,35307.7
2015,10,5,4.4052,17.4,90.63,25.84,1459.54,36236.77
2015,10,6,4.9951,14.41,87.56,26.42,1480.81,36765.0
2015,10,7,5.8274,1.22,82.95,27.14,1508.93,37463.03
2015,10,8,6.0307,2.09,78.95,27.62,1522.52,37800.43
2015,10,9,5.8255,1.5,80.66,27.34,1513.28,37571.21
2015,10,10,5.7871,0.07,79.96,27.26,1510.95,37513.36
2015,10,11,5.6558,4.5,80.08,27.05,1504.39,37350.35
2015,10,12,4.7623,15.55,83.83,27.13,1492.77,37061.89
2015,10,13,4.5353,23.03,86.92,26.59,1477.68,36687.32
2015,10,14,3.2887,9.99,86.9,26.34,1453.83,36095.15
2015,10,15,4.8055,2.54,81.62,25.98,1468.45,36458.15
2015,10,16,2.8205,4.14,82.98,26.72,1454.99,36123.94
2015,10,17,0.8892,33.16,94.49,26.14,1414.17,35110.41
2015,10,18,2.2577,32.53,90.61,26.36,1439.01,35727.03
2015,10,19,3.1954,14.31,89.77,26.29,1451.38,36034.37
2015,10,20,4.6205,3.81,87.35,26.4,1474.83,36616.51
2015,10,21,5.0498,0.01,85.91,26.06,1473.79,36590.61
2015,10,22,5.7619,0.0,86.75,26.45,1492.83,37063.25
2015,10,23,6.048,0.0,84.54,26.24,1492.45,37053.9
2015,10,24,5.0659,0.0,79.11,26.58,1485.34,36877.49
2015,10,25,5.0702,0.0,85.67,26.22,1477.57,36684.53
2015,10,26,5.647,0.36,86.76,26.03,1481.93,36792.72
2015,10,27,3.516,1.02,86.66,26.07,1451.41,36034.99
2015,10,28,5.1031,0.15,83.85,25.27,1457.37,36183.07
2015,10,29,5.147,0.12,83.57,25.05,1453.22,36079.96
2015,10,30,4.9781,1.36,88.68,25.55,1461.64,36289.05
2015,10,31,3.3278,8.57,92.54,25.2,1430.03,35504.2
2015,11,1,2.2054,7.63,90.56,25.42,1355.52,33654.41
2015,11,2,3.881,6.73,90.65,25.51,1380.74,34280.46
2015,11,3,4.7441,5.57,88.4,25.91,1401.09,34785.59
2015,11,4,4.9046,3.49,88.27,25.76,1400.23,34764.22
2015,11,5,5.0172,4.19,88.21,26.13,1409.5,34994.39
2015,11,6,4.5487,1.06,90.53,25.6,1391.93,34558.18
2015,11,7,5.1137,0.81,87.42,25.94,1406.9,34929.98
2015,11,8,5.2433,7.3,88.32,25.51,1399.76,34752.75
2015,11,9,2.4583,16.0,89.39,25.54,1361.48,33802.32
2015,11,10,5.047,5.66,87.71,25.48,1396.4,34669.2
2015,11,11,5.0995,4.79,87.23,25.31,1393.59,34599.58
2015,11,12,4.4196,7.95,88.31,25.71,1392.39,34569.8
2015,11,13,4.9426,2.68,86.43,25.67,1398.89,34731.03
2015,11,14,4.9058,2.48,87.05,25.6,1396.92,34682.15
2015,11,15,3.8522,4.98,87.82,25.38,1377.67,34204.16
2015,11,16,4.5322,2.7,88.1,25.86,1397.08,34686.0
2015,11,17,4.9411,1.75,86.77,25.76,1400.74,34776.92
2015,11,18,4.7995,7.98,87.08,25.81,1399.79,34753.4
2015,11,19,5.1442,1.95,84.02,24.92,1386.1,34413.47
2015,11,20,4.782,1.75,83.95,25.18,1386.48,34422.89
2015,11,21,4.2917,3.25,85.58,25.06,1377.19,34192.25
2015,11,22,4.613,2.51,87.4,25.55,1391.79,34554.8
2015,11,23,3.7529,1.5,85.17,25.56,1379.98,34261.53
2015,11,24,4.3207,11.02,87.94,25.49,1386.47,34422.65
2015,11,25,3.7956,5.05,86.08,25.69,1383.24,34342.63
2015,11,26,4.7731,2.58,85.23,25.3,1388.84,34481.61
2015,11,27,4.4446,4.66,87.23,24.87,1375.38,34147.4
2015,11,28,3.1342,13.44,88.18,25.41,1368.27,33970.91
2015,11,29,4.0032,10.43,87.49,25.72,1386.77,34430.12
2015,11,30,3.2033,4.31,87.76,25.71,1375.36,34146.87
2015,12,1,3.323,6.64,88.66,25.36,1378.05,34213.75
2015,12,2,4.8646,0.12,84.11,24.73,1386.5,34423.56
2015,12,3,4.9584,0.45,85.83,25.26,1398.88,34730.93
2015,12,4,4.6118,4.0,85.88,24.71,1382.58,34326.07
2015,12,5,2.3878,23.12,90.91,25.54,1368.61,33979.33
2015,12,6,4.3176,10.1,92.99,25.67,1398.43,34719.68
2015,12,7,3.9122,5.14,88.42,25.76,1394.58,34624.17
2015,12,8,4.0884,4.81,87.89,25.65,1394.79,34629.27
2015,12,9,4.4436,7.36,87.38,25.31,1392.72,34577.87
2015,12,10,5.0201,2.28,84.73,26.44,1424.43,35365.09
2015,12,11,4.7436,1.64,85.05,26.17,1414.86,35127.51
2015,12,12,3.3878,0.48,84.54,26.07,1393.57,34598.95
2015,12,13,4.2046,0.49,83.84,25.73,1398.09,34711.08
2015,12,14,2.5838,14.29,87.81,25.89,1378.51,34225.03
2015,12,15,0.7697,131.67,93.46,25.31,1341.27,33300.41
2015,12,16,1.2761,159.12,95.08,25.5,1352.18,33571.45
2015,12,17,1.9769,50.21,94.27,24.4,1339.72,33262.02
2015,12,18,2.461,61.35,90.52,23.7,1332.14,33073.87
2015,12,19,0.5875,101.34,90.69,24.36,1319.73,32765.62
2015,12,20,2.9858,20.47,90.87,24.82,1362.26,33821.71
2015,12,21,3.9274,12.52,92.68,24.83,1375.56,34151.86
2015,12,22,4.031,0.73,88.33,24.58,1371.82,34059.09
2015,12,23,4.7376,0.23,86.64,24.21,1373.9,34110.53
2015,12,24,4.9817,0.29,87.5,24.42,1381.65,34303.01
2015,12,25,4.9481,0.33,86.96,23.98,1371.99,34063.17
2015,12,26,3.3454,5.0,89.5,23.7,1344.23,33374.0
2015,12,27,5.1353,0.89,87.15,23.93,1373.51,34100.98
2015,12,28,4.7858,0.01,85.22,23.17,1352.86,33588.24
2015,12,29,4.4333,0.11,84.75,23.17,1348.08,33469.59
2015,12,30,4.325,1.34,86.18,23.44,1352.22,33572.36
2015,12,31,2.1286,24.11,91.45,24.5,1343.85,33364.47
2016,1,1,2.5046,15.86,90.3,24.88,1465.17,36376.66
2016,1,2,3.8124,12.82,90.49,25.05,1488.62,36958.75
2016,1,3,4.7825,1.24,88.29,24.56,1492.19,37047.48
2016,1,4,4.8708,0.66,87.98,24.26,1486.75,36912.3
2016,1,5,5.4314,0.5,87.08,24.13,1492.14,37046.3
2016,1,6,3.6034,1.23,86.11,23.84,1458.53,36211.69
2016,1,7,3.8465,2.56,88.47,23.85,1462.35,36306.51
2016,1,8,4.5226,1.94,84.65,24.81,1493.92,37090.47
2016,1,9,4.4311,0.91,87.66,24.3,1481.1,36772.08
2016,1,10,4.7688,0.36,87.27,24.29,1485.9,36891.38
2016,1,11,4.4669,0.01,86.59,24.94,1496.01,37142.21
2016,1,12,3.9794,1.32,86.02,25.08,1491.8,37037.86
2016,1,13,4.0601,1.49,87.99,24.99,1491.01,37018.07
2016,1,14,4.4482,1.29,87.62,24.92,1495.28,37124.07
2016,1,15,4.0262,1.01,87.28,24.59,1481.55,36783.34
2016,1,16,3.821,2.31,88.05,24.68,1480.49,36756.98
2016,1,17,5.2159,0.21,82.23,24.96,1507.72,37433.13
2016,1,18,5.0899,0.01,80.99,24.99,1506.51,37402.9
2016,1,19,4.1765,2.7,87.5,24.88,1490.29,37000.41
2016,1,20,4.0747,3.01,86.22,24.52,1480.71,36762.47
2016,1,21,4.597,0.18,83.81,24.42,1486.27,36900.44
2016,1,22,4.1803,0.04,84.53,24.78,1488.11,36946.22
2016,1,23,5.5673,0.07,79.9,25.67,1529.13,37964.69
2016,1,24,3.0869,13.82,87.25,23.6,1445.57,35890.03
2016,1,25,3.7018,9.99,84.36,21.58,1409.61,34997.27
2016,1,26,3.9307,1.97,83.37,22.37,1430.53,35516.59
2016,1,27,3.426,1.5,85.98,23.46,1447.46,35936.86
2016,1,28,3.9242,0.5,84.47,24.52,1478.46,36706.63
2016,1,29,3.281,5.64,86.15,24.85,1476.17,36649.79
2016,1,30,4.5125,2.26,85.94,25.38,1506.58,37404.71
2016,1,31,3.6758,2.79,86.44,25.08,1487.23,36924.25
2016,2,1,5.0201,0.75,82.46,24.34,1499.67,37233.09
2016,2,2,5.01,0.23,80.68,24.18,1495.88,37139.08
2016,2,3,2.9441,4.33,87.14,24.44,1470.76,36515.52
2016,2,4,4.0394,3.98,87.09,25.19,1504.08,37342.78
2016,2,5,4.704,11.76,84.21,26.37,1540.9,38256.88
2016,2,6,1.7592,32.15,90.18,23.66,1435.83,35648.13
2016,2,7,2.5841,15.68,89.37,22.13,1414.15,35110.02
2016,2,8,3.3305,3.02,84.94,22.01,1422.29,35312.02
2016,2,9,2.5944,4.49,86.04,22.75,1428.05,35454.97
2016,2,10,5.0674,2.11,85.18,23.61,1483.78,36838.72
2016,2,11,4.3841,1.88,85.69,23.95,1481.33,36777.74
2016,2,12,5.2102,0.96,83.01,23.86,1491.59,37032.58
2016,2,13,6.0744,0.03,81.98,23.85,1504.22,37346.24
2016,2,14,5.8891,0.03,80.06,24.87,1524.84,37858.14
