year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh
2020,2,23.24,84.98,737.59,4.36,1693.0,1185675.41
2020,3,25.24,84.8,575.42,5.94,2131.16,1575444.47
2020,4,26.41,84.18,605.5,5.89,2152.39,1559633.53
2020,5,27.95,82.99,245.42,5.9,2143.29,1609484.18
2020,6,27.34,84.01,598.42,5.62,2028.08,1444172.6
2020,7,26.93,84.77,252.58,5.3,1982.67,1487225.2
2020,8,26.55,86.05,247.47,4.65,1974.0,1478106.75
2020,9,27.02,85.03,270.71,5.13,1817.33,1323560.92
2020,10,26.2,90.1,1050.3,3.6,1747.15,1299528.42
2020,11,25.41,90.68,1075.6,3.53,1645.62,1186892.56
2020,12,25.01,91.48,860.05,3.28,1630.31,1223350.95
2021,1,23.74,88.84,279.34,3.26,1733.64,1290107.26
2021,2,24.03,86.48,159.77,4.18,1783.27,1188466.29
2021,3,25.47,84.99,162.74,5.16,2164.45,1611992.69
2021,4,26.69,76.85,58.43,5.68,2239.64,1605807.78
2021,5,28.35,77.44,73.62,6.11,2246.14,1667004.16
2021,6,27.18,83.09,173.78,5.4,2078.99,1477260.04
2021,7,26.68,88.97,475.6,4.09,2022.32,1504502.28
2021,8,26.85,85.4,193.63,4.78,2042.77,1527659.47
2021,9,26.52,87.97,409.48,4.36,1845.68,1339740.88
2021,10,26.01,89.23,293.28,3.74,1796.52,1333527.65
2021,11,25.75,90.0,225.48,3.92,1694.82,1230669.17
2021,12,24.06,87.28,182.04,3.36,1661.01,1240136.81
2022,1,23.8,85.02,108.47,4.03,1820.57,1336401.55
2022,2,24.64,85.35,140.96,4.12,1806.59,1231004.15
2022,3,26.02,83.08,100.55,5.35,2221.88,1672021.03
2022,4,26.16,84.3,230.2,5.04,2246.46,1625975.54
2022,5,27.52,80.5,183.91,5.76,2248.26,1685686.64
2022,6,27.2,83.05,244.91,5.45,2110.49,1518013.11
2022,7,27.12,85.84,295.17,4.76,2102.5,1565103.42
2022,8,26.29,87.48,341.27,4.23,2075.78,1547273.86
2022,9,26.15,89.38,368.87,4.58,1933.33,1371388.49
2022,10,26.27,89.77,560.65,4.11,1849.69,1379595.82
2022,11,25.7,91.03,239.09,3.8,1734.56,1261407.76
2022,12,24.45,89.68,316.38,3.04,1715.16,1276813.5
2023,1,23.6,90.04,404.36,3.1,1804.55,1354312.55
2023,2,24.12,85.72,117.59,4.34,1895.89,1256047.52
2023,3,24.8,79.74,23.34,5.69,2278.98,1690437.66
2023,4,27.39,75.72,94.87,5.48,2397.26,1705979.38
2023,5,28.41,78.41,150.2,5.52,2337.24,1747786.16
2023,6,27.61,84.51,272.05,5.33,2179.52,1565026.94
2023,7,27.08,86.6,429.02,4.65,2160.89,1603611.31
2023,8,26.82,88.84,188.17,5.1,2138.84,1614088.27
2023,9,27.34,85.28,237.11,4.64,1971.81,1432683.05
2023,10,26.51,88.52,255.69,3.99,1902.77,1419077.06
2023,11,25.79,89.7,323.74,3.67,1792.86,1294366.89
2023,12,25.31,89.69,338.73,3.59,1778.42,1334867.32
2024,1,23.95,85.65,93.06,3.71,1911.53,1404940.35
2024,2,24.63,81.01,38.23,4.96,1909.37,1352635.79
2024,3,25.99,78.2,69.91,5.27,2364.02,1757123.52
2024,4,28.69,70.49,12.14,6.74,2509.59,1804660.82
2024,5,29.17,75.29,268.18,5.78,2420.33,1816528.92
2024,6,28.18,82.27,238.36,5.41,2268.84,1619600.27
2024,7,26.88,87.61,528.28,3.99,2190.92,1628827.21
2024,8,27.37,85.62,218.94,5.3,2247.98,1671776.0
2024,9,26.68,89.28,385.38,4.04,2036.49,1446328.1
2024,10,26.62,88.54,504.41,3.89,1955.59,1456049.21
2024,11,26.2,87.13,165.62,4.26,1845.25,1343477.79
2024,12,25.21,90.96,573.43,2.68,1822.02,1354134.32
2025,1,24.36,88.86,210.24,3.42,1947.93,1444669.92
2025,2,24.47,87.38,219.95,3.9,1977.19,1321214.42
2025,3,25.54,84.31,129.94,4.78,2390.73,1780089.2
2025,4,27.71,76.36,58.57,6.35,2520.87,1816884.37
2025,5,27.97,80.08,205.3,5.79,2451.38,1830242.66
2025,6,27.07,85.39,306.65,4.78,2264.65,1623100.32
2025,7,26.54,89.37,527.35,3.88,2211.18,1659049.43
2025,8,26.61,84.87,304.81,4.72,2268.38,1684874.83
2025,9,25.99,89.34,450.61,3.69,2009.93,1462263.07
2025,10,26.33,89.42,431.05,3.84,1969.68,1485153.91
2025,11,26.0,90.86,545.72,3.5,1894.28,1362098.55
2025,12,24.82,90.02,334.43,3.23,1875.27,1387428.38
2026,1,23.23,88.02,220.37,3.34,1972.22,1452873.4
2026,2,23.84,85.34,132.2,4.39,1999.64,1346920.66
2026,3,24.43,78.07,29.71,5.52,2434.27,1806427.59
2026,4,27.42,68.91,11.72,6.98,2555.05,1802498.77
2026,5,28.43,67.49,32.58,7.06,2575.45,1569966.68
