-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 05/17/2026 in LST
Location: latitude  14.676   longitude 121.0437 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 201.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M
2016,7,8,2.9438,27.39,93.12,25.99
2016,7,9,4.0562,26.94,91.93,25.74
2016,7,10,4.5706,11.04,89.71,26.01
2016,7,11,3.5887,3.22,86.28,26.21
2016,7,12,5.9683,3.52,83.7,26.82
2016,7,13,5.6208,1.44,80.92,27.4
2016,7,14,6.2599,4.98,77.27,28.2
2016,7,15,6.1656,2.41,78.44,28.14
2016,7,16,6.4495,1.99,76.52,28.74
2016,7,17,6.7954,2.11,73.13,28.95
2016,7,18,6.5954,1.72,77.59,27.82
2016,7,19,4.3896,6.06,86.56,26.51
2016,7,20,5.2013,4.87,87.47,26.33
2016,7,21,6.5371,5.43,86.01,27.08
2016,7,22,5.185,8.38,77.39,28.24
2016,7,23,5.9594,8.44,79.72,27.72
2016,7,24,5.7677,16.27,78.65,27.94
2016,7,25,6.0631,2.6,83.81,26.92
2016,7,26,6.7723,0.06,80.01,27.56
2016,7,27,6.457,0.5,75.21,28.43
2016,7,28,5.1686,0.62,80.08,27.7
2016,7,29,4.7357,1.44,78.83,28.01
2016,7,30,2.9167,3.55,87.36,26.12
2016,7,31,2.2795,37.01,92.44,25.29
2016,8,1,4.277,14.68,87.68,26.15
2016,8,2,4.0349,9.47,89.61,25.87
2016,8,3,6.305,3.6,80.02,27.59
2016,8,4,6.5782,2.72,75.69,28.92
2016,8,5,5.8958,4.72,84.35,27.21
2016,8,6,5.5313,16.68,89.8,25.94
2016,8,7,4.8343,13.1,91.67,25.5
2016,8,8,2.9808,11.73,91.86,25.65
2016,8,9,2.933,22.07,91.14,25.14
2016,8,10,2.6674,20.83,89.89,25.38
2016,8,11,3.5839,3.87,90.98,26.16
2016,8,12,3.0053,25.26,92.63,25.94
2016,8,13,1.0075,43.86,93.91,26.03
2016,8,14,2.0582,17.35,93.94,26.16
2016,8,15,4.0894,13.71,93.97,26.32
2016,8,16,2.5932,12.42,93.9,26.01
2016,8,17,4.5605,3.96,92.39,25.96
2016,8,18,4.7388,2.2,89.69,26.63
2016,8,19,4.5811,9.25,91.09,26.51
2016,8,20,2.8786,28.1,92.24,26.3
2016,8,21,3.9953,9.87,94.92,25.76
2016,8,22,5.1197,4.97,82.98,27.06
2016,8,23,4.6829,3.61,88.69,26.65
2016,8,24,4.613,3.32,88.93,26.61
2016,8,25,4.2749,7.55,91.25,26.54
2016,8,26,4.4666,12.68,92.26,26.61
2016,8,27,5.2726,10.78,91.04,26.44
2016,8,28,3.8791,8.56,91.38,25.93
2016,8,29,4.2134,5.69,91.38,25.77
2016,8,30,5.5241,6.4,89.66,26.3
2016,8,31,5.4958,1.25,90.19,26.14
2016,9,1,4.2415,0.45,87.84,26.05
2016,9,2,6.3941,0.17,85.93,26.4
2016,9,3,5.9647,0.47,87.95,26.54
2016,9,4,3.1577,10.56,92.66,26.27
2016,9,5,5.4005,3.87,88.5,26.22
2016,9,6,5.9268,0.06,82.79,26.89
2016,9,7,5.6928,5.36,88.8,26.34
2016,9,8,5.9777,14.15,84.01,26.81
2016,9,9,4.5427,9.06,84.12,27.01
2016,9,10,5.9666,11.78,88.33,26.51
2016,9,11,6.0552,8.96,89.72,26.55
2016,9,12,5.5589,5.5,85.8,26.82
2016,9,13,4.565,3.74,92.0,25.5
2016,9,14,4.6738,7.31,90.62,26.06
2016,9,15,5.321,4.47,92.82,25.83
2016,9,16,5.1437,0.8,87.98,26.46
2016,9,17,4.747,5.61,89.92,26.01
2016,9,18,5.0974,2.07,87.88,26.43
2016,9,19,4.597,6.35,89.97,26.02
2016,9,20,2.2956,9.01,87.05,26.47
2016,9,21,4.0855,13.3,91.62,26.04
2016,9,22,3.0401,2.7,88.35,26.47
2016,9,23,4.5134,7.23,82.49,27.53
2016,9,24,4.8799,6.65,86.97,26.78
2016,9,25,3.5477,20.65,84.53,27.62
2016,9,26,5.2145,10.95,90.76,26.44
2016,9,27,4.4023,7.19,90.29,25.98
2016,9,28,2.6462,25.7,93.6,25.46
2016,9,29,3.636,19.22,90.59,25.42
2016,9,30,5.123,8.27,86.37,25.9
2016,10,1,5.6688,6.76,87.28,26.27
2016,10,2,4.8338,7.34,86.24,26.19
2016,10,3,4.369,4.75,89.89,25.98
2016,10,4,3.2666,26.35,92.46,25.76
2016,10,5,3.2681,19.97,86.16,26.5
2016,10,6,4.2862,23.03,86.97,26.22
2016,10,7,3.4051,12.65,93.24,25.32
2016,10,8,4.2535,4.23,91.63,25.68
2016,10,9,4.3111,8.07,82.79,26.65
2016,10,10,3.6806,13.5,85.32,26.68
2016,10,11,4.2576,23.53,84.19,26.75
2016,10,12,4.5413,11.79,82.77,26.39
2016,10,13,3.0866,24.8,91.51,25.84
2016,10,14,4.697,2.48,84.76,26.18
2016,10,15,1.399,60.11,94.33,24.61
2016,10,16,2.989,31.97,93.41,25.68
2016,10,17,4.1431,15.84,90.83,26.1
2016,10,18,5.275,4.32,85.14,27.38
2016,10,19,2.017,4.17,92.81,25.93
2016,10,20,2.7907,7.63,93.37,25.72
2016,10,21,4.8379,1.43,90.77,26.22
2016,10,22,5.2858,2.8,90.77,26.22
2016,10,23,5.5147,0.63,87.22,26.67
2016,10,24,5.1214,0.06,86.22,26.31
2016,10,25,6.0082,5.37,87.68,25.65
2016,10,26,3.7207,11.0,93.44,25.59
2016,10,27,3.5033,8.07,91.43,26.11
2016,10,28,4.7681,7.48,88.08,26.05
2016,10,29,4.7333,9.24,87.93,25.99
2016,10,30,4.7734,8.55,89.7,25.75
2016,10,31,4.5019,19.72,90.64,25.24
2016,11,1,2.8378,24.44,94.11,25.0
2016,11,2,2.1552,35.24,92.63,25.64
2016,11,3,2.3477,26.97,91.17,25.49
2016,11,4,1.5094,27.93,89.16,25.69
2016,11,5,4.2377,7.33,86.88,26.01
2016,11,6,3.7349,4.68,89.43,25.37
2016,11,7,4.1614,1.08,86.46,24.69
2016,11,8,5.3962,0.27,81.86,24.12
2016,11,9,5.1242,0.67,82.7,23.79
2016,11,10,3.5059,4.78,86.31,24.64
2016,11,11,3.4745,8.06,89.6,25.09
2016,11,12,4.6632,6.21,88.3,25.34
2016,11,13,3.6518,4.18,89.08,24.99
2016,11,14,4.1388,23.67,89.41,25.62
2016,11,15,0.5767,39.68,92.8,25.44
2016,11,16,4.6166,13.61,90.92,25.93
2016,11,17,4.5521,4.5,90.24,25.83
2016,11,18,2.9762,9.12,94.37,25.22
2016,11,19,2.2543,21.91,94.67,25.24
2016,11,20,4.3776,2.43,90.67,25.78
2016,11,21,5.2255,1.02,87.65,25.29
2016,11,22,4.458,4.4,87.56,24.72
2016,11,23,5.0933,1.88,86.86,24.81
2016,11,24,3.5489,3.15,87.56,24.4
2016,11,25,0.8858,35.16,92.79,24.55
2016,11,26,2.5795,24.52,94.57,25.09
2016,11,27,3.6576,5.88,93.02,25.51
2016,11,28,4.4866,4.31,91.07,25.6
2016,11,29,4.2991,11.77,90.33,25.63
2016,11,30,4.1674,6.42,90.32,25.34
2016,12,1,3.1169,7.67,91.04,24.97
2016,12,2,2.6827,16.62,90.24,24.99
2016,12,3,3.0118,14.27,90.36,24.79
2016,12,4,4.081,1.37,89.03,24.99
2016,12,5,3.2914,7.02,90.59,25.37
2016,12,6,4.2082,8.02,88.13,24.78
2016,12,7,1.4374,15.42,94.36,25.08
2016,12,8,3.2182,22.79,92.56,24.45
2016,12,9,3.3038,7.56,88.28,25.37
2016,12,10,4.1266,7.35,91.02,25.2
2016,12,11,2.8867,27.9,92.71,24.87
2016,12,12,2.6016,24.62,92.05,25.06
2016,12,13,0.876,28.99,95.37,25.15
2016,12,14,2.5433,23.11,96.27,24.46
2016,12,15,1.8636,30.08,95.78,24.62
2016,12,16,2.1686,56.56,94.53,24.23
2016,12,17,2.0112,13.08,89.93,23.42
2016,12,18,2.2289,24.91,90.82,24.47
2016,12,19,3.1985,9.06,90.6,24.48
2016,12,20,4.4868,5.5,90.39,24.8
2016,12,21,3.463,5.25,89.46,24.73
2016,12,22,4.759,0.45,86.31,24.24
2016,12,23,4.2648,0.92,87.6,24.44
2016,12,24,3.6326,2.9,88.68,24.84
2016,12,25,3.2407,4.53,88.48,25.0
2016,12,26,1.8168,44.72,94.41,25.09
2016,12,27,4.405,3.51,94.05,25.29
2016,12,28,3.6895,1.54,90.96,25.32
2016,12,29,4.4112,9.65,91.04,25.42
2016,12,30,4.1278,13.28,90.1,25.2
2016,12,31,2.8582,20.74,90.84,24.83
2017,1,1,3.1853,11.12,87.46,24.39
2017,1,2,3.2717,2.55,89.0,24.23
2017,1,3,3.6888,2.18,88.57,24.65
2017,1,4,2.7605,14.02,90.1,24.44
2017,1,5,2.4665,16.87,89.84,24.13
2017,1,6,4.8019,1.03,87.29,23.27
2017,1,7,4.7232,0.11,85.71,23.14
2017,1,8,3.7394,0.41,86.73,23.38
2017,1,9,3.5786,1.22,85.8,23.39
2017,1,10,1.4023,47.82,94.93,23.95
2017,1,11,1.7482,21.35,90.95,23.96
2017,1,12,2.6064,6.87,90.37,24.5
2017,1,13,4.4222,1.27,88.29,24.2
2017,1,14,3.613,0.04,86.78,24.22
2017,1,15,2.8915,5.14,88.58,24.17
2017,1,16,3.0754,2.96,86.73,23.22
2017,1,17,3.4022,2.29,85.01,22.82
2017,1,18,4.1249,2.01,85.68,22.55
2017,1,19,3.9331,0.66,85.77,23.09
2017,1,20,4.0049,0.06,83.65,22.66
2017,1,21,4.362,1.15,83.2,22.86
2017,1,22,2.6489,13.82,90.66,24.02
2017,1,23,2.9016,36.36,92.74,23.73
2017,1,24,2.3585,13.44,88.32,23.38
2017,1,25,3.0062,8.39,87.97,23.0
2017,1,26,2.9525,10.31,88.83,22.57
2017,1,27,3.4154,4.77,87.53,22.66
2017,1,28,3.3326,7.88,89.35,23.16
2017,1,29,2.5879,7.92,90.48,23.69
2017,1,30,3.0096,6.65,94.38,24.45
2017,1,31,3.4001,8.68,92.21,25.02
2017,2,1,3.8484,23.94,91.22,24.97
2017,2,2,2.8406,18.81,90.49,24.24
2017,2,3,3.1277,6.81,87.94,23.16
2017,2,4,3.9864,0.86,85.83,22.67
2017,2,5,5.5466,0.35,83.16,23.52
2017,2,6,3.7555,2.46,86.43,23.54
2017,2,7,5.3297,0.24,82.33,23.18
2017,2,8,5.1967,0.07,83.16,23.51
2017,2,9,4.572,1.75,84.9,23.39
2017,2,10,4.6303,4.6,87.07,21.9
2017,2,11,3.5124,3.45,86.46,21.33
2017,2,12,3.8424,2.96,84.18,21.03
2017,2,13,2.9712,8.53,84.32,20.48
2017,2,14,4.3183,2.47,81.29,20.01
2017,2,15,4.6562,0.44,81.26,20.7
2017,2,16,4.5115,0.79,84.87,21.95
2017,2,17,2.8843,5.85,89.1,23.25
2017,2,18,2.8694,26.65,91.79,24.15
2017,2,19,2.4074,41.77,91.62,24.04
2017,2,20,4.6202,1.07,87.35,24.6
2017,2,21,4.5547,1.37,86.59,24.4
2017,2,22,3.8028,1.88,87.21,24.29
2017,2,23,5.6522,0.05,84.83,24.99
2017,2,24,3.8153,3.49,89.29,24.87
2017,2,25,4.2322,1.73,87.29,25.05
2017,2,26,4.7006,1.17,87.77,24.73
2017,2,27,5.0947,2.67,86.43,24.56
2017,2,28,4.6039,2.2,86.17,24.07
2017,3,1,4.1688,3.93,86.57,24.57
2017,3,2,4.019,3.56,85.85,24.59
2017,3,3,3.6706,10.38,86.87,23.94
2017,3,4,2.7706,11.44,87.92,24.04
2017,3,5,5.9014,0.83,84.48,24.16
2017,3,6,6.6773,0.0,81.21,24.23
2017,3,7,5.8344,0.06,83.85,23.74
2017,3,8,5.8346,0.32,83.51,24.16
2017,3,9,4.8494,0.21,81.49,23.6
2017,3,10,5.3882,0.03,82.73,23.82
2017,3,11,5.9628,0.02,81.05,24.26
2017,3,12,6.203,0.2,82.35,24.55
2017,3,13,5.0926,0.32,83.66,24.97
2017,3,14,6.3497,0.77,81.71,26.02
2017,3,15,3.8417,2.71,84.07,25.33
2017,3,16,5.4084,0.22,79.87,24.79
2017,3,17,5.2094,0.0,79.32,24.34
2017,3,18,5.6023,0.07,77.69,24.15
2017,3,19,5.2944,0.27,79.45,23.83
2017,3,20,6.169,0.47,79.42,24.06
2017,3,21,2.3774,8.83,87.24,24.87
2017,3,22,6.047,5.63,82.93,26.71
2017,3,23,6.3588,0.41,78.08,27.56
2017,3,24,6.4176,0.37,79.72,26.84
2017,3,25,6.8035,0.02,75.78,27.07
2017,3,26,6.8945,0.09,75.44,26.54
2017,3,27,4.4038,7.92,82.58,25.64
2017,3,28,3.7464,6.49,82.14,25.05
2017,3,29,4.6531,0.17,79.34,25.41
2017,3,30,5.8399,0.02,78.18,25.71
2017,3,31,6.4476,0.0,74.02,26.08
2017,4,1,5.8375,1.88,73.08,26.72
2017,4,2,3.3994,14.92,83.87,24.75
2017,4,3,3.9058,0.51,76.5,23.47
2017,4,4,5.2718,0.0,74.52,24.15
2017,4,5,5.3138,0.01,76.31,24.67
2017,4,6,5.0285,0.02,77.5,25.72
2017,4,7,5.5918,0.62,79.04,26.37
2017,4,8,4.7503,4.84,82.64,26.85
2017,4,9,6.4277,1.72,77.28,27.43
2017,4,10,6.811,0.08,73.65,27.71
2017,4,11,6.9696,0.0,65.97,28.62
2017,4,12,7.2022,0.0,73.47,27.75
2017,4,13,7.1858,0.0,75.09,27.36
2017,4,14,6.7128,0.27,74.74,27.12
2017,4,15,5.5416,4.49,78.62,26.87
2017,4,16,4.1988,15.58,83.74,26.47
2017,4,17,5.6986,8.6,81.8,27.19
2017,4,18,6.3468,1.34,72.82,28.82
2017,4,19,6.4085,3.53,75.31,29.03
2017,4,20,6.485,2.67,69.67,29.48
2017,4,21,6.5081,1.23,71.83,29.05
2017,4,22,6.0797,1.51,73.26,28.94
2017,4,23,5.5903,4.79,74.16,28.71
2017,4,24,6.8242,2.61,79.08,27.26
2017,4,25,6.5606,1.11,77.05,27.45
2017,4,26,7.1592,0.17,71.56,28.22
2017,4,27,6.8537,2.32,67.36,29.67
2017,4,28,6.5906,5.69,67.9,30.41
2017,4,29,5.6054,13.67,74.2,29.41
2017,4,30,2.939,10.66,74.4,29.03
2017,5,1,6.3295,3.18,71.71,29.37
2017,5,2,6.0727,7.69,76.58,28.83
2017,5,3,5.7948,5.41,78.64,28.35
2017,5,4,6.713,2.56,81.24,27.57
2017,5,5,6.4584,2.0,80.34,27.7
2017,5,6,5.6038,10.0,88.62,26.39
2017,5,7,6.2921,4.36,82.63,27.19
2017,5,8,6.8462,1.02,78.69,27.5
2017,5,9,6.6754,2.29,79.79,27.79
2017,5,10,5.8942,4.41,82.98,27.42
2017,5,11,5.2555,4.99,81.99,27.55
2017,5,12,6.5642,1.38,79.09,27.64
2017,5,13,6.9437,0.63,74.13,28.17
2017,5,14,5.5872,1.88,80.21,27.55
2017,5,15,6.5496,0.04,75.9,28.3
2017,5,16,6.1524,0.56,74.52,28.92
2017,5,17,5.053,2.8,84.13,27.19
2017,5,18,5.5742,8.71,80.29,28.15
2017,5,19,5.2382,8.96,82.04,28.02
2017,5,20,5.0395,3.7,76.71,28.78
2017,5,21,5.219,3.78,77.11,28.46
2017,5,22,5.567,14.07,79.23,28.0
2017,5,23,5.213,11.74,79.17,28.19
2017,5,24,5.6347,8.04,86.77,27.15
2017,5,25,4.2938,3.45,84.3,27.6
2017,5,26,4.7981,11.57,81.79,27.75
2017,5,27,5.3652,5.36,82.8,27.73
2017,5,28,6.2122,14.94,79.82,28.45
2017,5,29,5.813,6.6,74.19,29.2
2017,5,30,6.085,13.27,77.53,28.95
2017,5,31,6.2549,2.15,77.79,28.6
2017,6,1,6.2851,0.95,80.42,28.32
2017,6,2,5.9304,1.21,82.92,27.96
2017,6,3,6.0358,6.56,86.54,27.38
2017,6,4,6.5093,1.92,86.07,27.38
2017,6,5,5.4881,2.24,83.07,27.69
2017,6,6,5.5973,1.68,77.7,28.34
2017,6,7,5.1902,13.59,83.81,27.52
2017,6,8,5.4442,15.39,89.31,27.13
2017,6,9,3.5347,15.56,84.7,26.6
2017,6,10,1.8926,25.19,91.41,26.15
2017,6,11,5.3669,6.78,86.35,26.94
2017,6,12,5.8078,1.8,82.42,27.25
2017,6,13,6.569,0.48,79.74,27.71
2017,6,14,6.3379,1.63,78.94,28.26
2017,6,15,6.1843,2.08,78.95,28.12
2017,6,16,7.1038,0.28,70.72,28.99
2017,6,17,7.0375,0.35,73.49,28.71
2017,6,18,6.3545,3.44,77.87,28.44
2017,6,19,5.993,5.01,82.6,27.76
2017,6,20,6.187,5.42,81.99,27.9
2017,6,21,6.0067,11.87,86.21,26.89
2017,6,22,5.3815,9.96,82.01,27.58
2017,6,23,5.8368,7.1,84.86,26.42
2017,6,24,6.4212,1.37,74.29,28.24
2017,6,25,6.8076,3.93,71.6,29.19
2017,6,26,6.251,5.78,75.46,28.69
2017,6,27,5.3856,8.62,81.55,27.44
2017,6,28,4.6421,13.37,80.59,27.53
2017,6,29,5.5399,10.54,85.66,26.45
2017,6,30,5.8613,7.92,80.4,27.67
2017,7,1,4.6762,3.86,76.54,28.16
2017,7,2,4.7038,5.82,74.26,28.58
2017,7,3,4.4364,18.06,83.79,26.92
2017,7,4,3.498,19.81,91.11,25.69
2017,7,5,5.1307,9.02,85.25,25.96
2017,7,6,5.9088,5.74,81.43,26.94
2017,7,7,5.0489,4.1,82.97,26.88
2017,7,8,4.5478,7.56,89.0,26.02
2017,7,9,4.5444,10.4,85.5,26.47
2017,7,10,4.8374,12.22,85.99,26.47
2017,7,11,3.7582,17.54,89.7,25.96
2017,7,12,3.6086,14.67,87.82,26.32
2017,7,13,4.061,13.73,83.38,26.85
2017,7,14,4.3015,20.91,81.32,26.92
2017,7,15,4.4405,13.9,79.87,27.38
2017,7,16,3.7867,21.88,86.04,26.66
2017,7,17,5.5423,4.36,86.49,26.67
2017,7,18,2.9652,12.85,87.65,25.81
2017,7,19,2.8925,9.5,87.56,26.09
2017,7,20,2.3899,15.89,92.64,25.63
2017,7,21,5.2344,8.94,89.33,25.81
2017,7,22,5.232,5.52,89.25,26.24
2017,7,23,5.2073,5.62,90.78,26.03
2017,7,24,5.3354,16.32,90.91,25.61
2017,7,25,4.9368,7.49,92.42,25.39
2017,7,26,2.7377,19.15,94.02,25.49
2017,7,27,1.8686,25.26,94.15,25.93
2017,7,28,2.4655,14.4,93.3,26.02
2017,7,29,4.6922,6.26,91.5,26.31
2017,7,30,4.3946,3.78,89.71,26.72
2017,7,31,4.6608,3.15,90.7,26.77
2017,8,1,5.3746,5.38,91.93,26.67
2017,8,2,2.3998,20.87,93.9,26.09
2017,8,3,4.9762,10.02,91.73,25.98
2017,8,4,5.2066,3.36,90.78,25.63
2017,8,5,5.623,3.77,86.92,26.31
2017,8,6,5.6659,6.37,87.9,26.63
2017,8,7,6.2933,2.41,85.77,26.99
2017,8,8,5.8296,3.34,78.64,28.19
2017,8,9,6.4202,0.93,82.47,27.55
2017,8,10,6.6653,0.34,82.69,27.22
2017,8,11,6.2078,0.43,74.88,28.74
2017,8,12,6.0158,3.04,77.7,28.44
2017,8,13,4.4054,8.33,80.58,27.72
2017,8,14,4.7662,4.89,80.16,27.75
2017,8,15,6.6648,1.88,81.79,28.0
2017,8,16,6.3504,6.47,81.37,27.9
2017,8,17,6.2515,8.52,86.6,27.07
2017,8,18,5.9086,13.04,83.42,27.14
2017,8,19,4.0121,50.42,83.08,26.96
2017,8,20,5.7782,12.79,90.77,25.84
2017,8,21,3.7514,19.66,91.94,25.67
2017,8,22,4.272,14.81,92.48,25.61
2017,8,23,4.7796,17.78,92.55,25.78
2017,8,24,2.8934,5.64,88.51,26.12
2017,8,25,1.8698,25.88,93.45,24.85
2017,8,26,5.3998,17.16,86.11,25.97
2017,8,27,5.8663,5.63,79.19,27.15
2017,8,28,5.4293,6.02,80.43,27.33
2017,8,29,4.6368,8.74,78.69,28.07
2017,8,30,5.0623,12.06,87.61,26.85
2017,8,31,4.2406,7.15,92.27,26.13
2017,9,1,5.1024,2.9,88.47,26.49
2017,9,2,5.4197,1.91,88.05,26.7
2017,9,3,6.1385,0.15,85.6,27.04
2017,9,4,3.4882,2.44,78.39,27.35
2017,9,5,2.6282,5.87,86.0,25.28
2017,9,6,6.3934,1.27,81.6,26.47
2017,9,7,6.6845,0.42,70.96,28.9
2017,9,8,6.7027,0.17,79.95,28.12
2017,9,9,6.0096,2.89,83.25,27.53
2017,9,10,5.7502,5.57,80.75,27.81
2017,9,11,0.3314,88.98,90.55,26.25
2017,9,12,1.1234,172.89,92.26,26.82
2017,9,13,4.913,7.76,90.19,26.47
2017,9,14,5.4139,4.95,89.15,26.78
2017,9,15,5.334,4.84,87.82,26.41
2017,9,16,6.4476,3.7,85.23,27.32
2017,9,17,5.1134,4.17,88.51,26.59
2017,9,18,5.5181,3.14,84.96,27.56
2017,9,19,4.8857,4.56,82.99,27.64
2017,9,20,4.7549,3.67,86.65,26.95
2017,9,21,5.4583,5.2,88.31,27.07
2017,9,22,4.4753,13.59,89.06,26.91
2017,9,23,2.9102,29.67,90.27,25.49
2017,9,24,5.669,1.35,83.6,26.67
2017,9,25,2.6453,24.55,90.54,26.24
2017,9,26,2.7502,13.04,89.56,26.14
2017,9,27,5.4638,2.25,88.48,26.4
2017,9,28,3.8873,1.75,87.54,26.16
2017,9,29,2.9681,11.0,85.2,26.77
2017,9,30,3.2923,31.63,91.62,25.96
2017,10,1,2.5054,9.02,92.97,26.01
2017,10,2,3.6163,11.64,88.95,26.27
2017,10,3,5.8308,10.48,87.46,25.82
2017,10,4,4.1201,4.54,82.99,26.66
2017,10,5,3.9785,13.57,90.52,26.25
2017,10,6,4.2005,4.6,88.58,26.28
2017,10,7,2.9894,6.08,87.28,26.46
2017,10,8,1.0699,29.69,90.31,26.28
2017,10,9,1.3579,3.54,84.21,26.76
2017,10,10,4.3186,20.7,82.19,26.55
2017,10,11,3.6206,3.95,86.45,26.88
2017,10,12,3.8659,8.61,89.99,26.77
2017,10,13,3.354,26.85,93.4,26.45
2017,10,14,2.4912,38.56,92.63,26.27
2017,10,15,4.4554,10.11,91.23,25.67
2017,10,16,4.6934,5.94,87.76,26.47
2017,10,17,4.3368,12.89,87.77,26.56
2017,10,18,3.6012,12.71,91.67,26.07
2017,10,19,2.3964,0.57,84.62,25.97
2017,10,20,4.9255,1.53,86.09,26.32
2017,10,21,3.9487,0.81,90.69,26.59
2017,10,22,5.093,7.19,87.53,26.99
2017,10,23,2.6474,22.67,90.68,25.41
2017,10,24,3.8179,0.54,84.28,25.29
2017,10,25,3.6439,5.06,86.06,25.24
2017,10,26,4.025,4.01,81.33,25.69
2017,10,27,4.6411,2.5,82.27,26.11
2017,10,28,4.5377,2.68,80.56,27.02
2017,10,29,4.5235,6.66,86.85,25.91
2017,10,30,3.5232,21.56,89.94,25.95
2017,10,31,1.6226,50.04,93.01,25.37
2017,11,1,1.0111,71.98,93.76,24.91
2017,11,2,2.0321,20.04,94.74,24.92
2017,11,3,5.0184,15.67,93.2,25.06
2017,11,4,1.7429,40.66,90.76,25.29
2017,11,5,2.394,17.86,94.21,25.34
2017,11,6,4.4393,5.78,92.4,25.77
2017,11,7,4.5545,5.59,89.35,25.91
2017,11,8,4.8314,1.67,88.79,26.0
2017,11,9,0.8904,71.18,92.1,25.1
2017,11,10,4.2137,50.04,92.43,25.9
2017,11,11,4.1875,3.01,92.03,26.02
2017,11,12,4.4448,3.65,90.68,25.65
2017,11,13,3.7003,1.94,90.97,25.61
2017,11,14,3.1982,3.29,91.46,25.68
2017,11,15,5.2013,2.04,88.6,25.69
2017,11,16,3.4944,4.72,90.84,25.53
2017,11,17,2.7175,14.59,91.22,25.63
2017,11,18,4.7479,3.09,88.38,26.21
2017,11,19,3.5078,10.48,94.62,25.16
2017,11,20,4.0694,1.81,89.19,25.93
2017,11,21,4.2209,3.13,88.91,25.61
2017,11,22,3.9689,8.98,91.27,25.77
2017,11,23,3.5081,9.44,89.43,25.46
2017,11,24,2.4653,41.14,91.0,25.66
2017,11,25,3.8486,18.06,91.26,25.92
2017,11,26,4.2182,3.51,89.77,25.64
2017,11,27,4.6366,5.16,89.2,25.39
2017,11,28,4.4614,2.68,88.26,25.42
2017,11,29,3.3737,11.78,89.13,25.82
2017,11,30,2.7331,15.27,95.12,25.69
2017,12,1,3.4658,16.97,92.16,25.75
2017,12,2,3.6665,6.85,90.67,25.85
2017,12,3,4.2046,2.48,89.43,25.88
2017,12,4,4.5199,3.69,88.57,25.71
2017,12,5,2.4427,13.68,89.87,25.09
2017,12,6,2.6165,22.87,90.13,24.72
2017,12,7,2.838,18.75,91.34,25.28
2017,12,8,2.6976,20.72,91.63,25.59
2017,12,9,3.0389,10.65,89.77,25.42
2017,12,10,3.1601,14.6,89.66,25.16
2017,12,11,1.878,35.9,90.32,24.98
2017,12,12,1.7256,36.84,94.38,23.95
2017,12,13,2.8301,16.16,90.9,24.71
2017,12,14,3.0257,5.05,87.92,23.8
2017,12,15,3.5854,0.16,84.2,22.65
2017,12,16,2.0366,10.15,89.48,22.41
2017,12,17,2.1463,21.96,89.91,23.36
2017,12,18,1.2984,50.76,94.81,24.18
2017,12,19,2.8538,45.04,93.06,24.79
2017,12,20,3.0214,19.7,92.46,24.66
2017,12,21,2.555,30.97,90.57,24.15
2017,12,22,2.7917,6.47,90.3,24.32
2017,12,23,2.1223,16.56,92.82,24.84
2017,12,24,3.8402,5.73,90.45,25.63
2017,12,25,4.1532,4.04,90.0,25.23
2017,12,26,2.2044,19.12,92.38,24.95
2017,12,27,1.5674,25.07,93.32,24.8
2017,12,28,3.3324,2.94,89.75,24.13
2017,12,29,3.0778,0.23,85.63,23.67
2017,12,30,3.3878,0.34,83.18,22.83
2017,12,31,3.5813,0.89,86.2,23.2
2018,1,1,2.5646,2.3,88.31,23.19
2018,1,2,2.1204,2.63,86.74,23.22
2018,1,3,2.501,18.71,89.88,23.12
2018,1,4,3.2328,5.19,90.65,24.26
2018,1,5,3.6744,1.07,89.74,24.79
2018,1,6,3.7908,0.24,88.76,24.36
2018,1,7,2.7518,4.96,88.95,25.01
2018,1,8,3.8911,2.92,92.09,25.22
2018,1,9,4.722,0.32,87.59,25.32
2018,1,10,4.0354,0.86,88.07,24.93
2018,1,11,2.4888,12.11,89.36,23.34
2018,1,12,2.7048,4.79,86.31,21.75
2018,1,13,3.2916,6.67,86.24,21.45
2018,1,14,3.3079,2.36,86.11,22.58
2018,1,15,4.0642,1.28,87.55,23.08
2018,1,16,2.4166,35.95,91.25,24.31
2018,1,17,1.9922,17.6,95.12,24.26
2018,1,18,4.1674,11.05,90.97,25.2
2018,1,19,3.4805,0.71,86.91,24.14
2018,1,20,4.5634,1.46,87.47,24.11
2018,1,21,4.1038,4.68,89.67,24.42
2018,1,22,4.213,1.29,88.72,24.31
2018,1,23,4.645,0.39,86.01,24.89
2018,1,24,2.9381,9.32,90.14,24.73
2018,1,25,4.0817,2.42,88.93,24.11
2018,1,26,3.7589,24.87,91.47,24.97
2018,1,27,1.3214,31.96,93.86,24.17
2018,1,28,2.2834,7.48,89.91,23.47
