year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh
2009,1,27.943012,74.298536,52.88,4.118145,1588.44,1613395.08
2009,1,25.133648,81.573105,71.29,5.559878,2219.25,1598549.3
2009,1,24.445337,85.416616,140.94,5.313768,1823.13,1623545.66
2009,4,33.732372,68.818764,84.7,6.625716,1179.87,1638115.17
2009,4,31.788355,63.155612,72.66,6.545497,1073.44,1525110.23
2009,4,32.302076,72.906501,26.77,6.547013,1868.6,1716936.13
2009,7,26.095675,85.154864,284.02,4.207745,1648.66,1474665.55
2009,7,29.750911,84.92949,203.75,3.998926,1661.56,1507957.0
2009,7,25.084809,79.433135,200.62,5.015821,1245.48,1174320.62
2009,10,26.878234,78.057624,45.68,6.082941,2016.61,1723530.86
2009,10,27.184104,67.825808,157.22,6.133821,1736.51,1625862.69
2009,10,25.134879,70.742372,154.81,5.373103,1829.8,1410771.05
2009,10,27.180225,84.220024,160.54,5.786557,1144.67,1441809.78
2010,2,25.425939,82.235113,39.32,6.114592,1034.39,1638048.67
2010,2,22.881136,77.815023,50.3,5.191114,2132.25,1770698.05
2010,2,27.991459,82.71551,39.28,4.077528,1359.34,1604413.65
2010,5,30.699756,62.799644,12.15,6.472737,1443.8,1763089.74
2010,5,34.216223,60.385023,65.23,6.660793,1205.3,1586601.96
2010,5,31.521036,62.826165,15.24,5.897772,1141.02,1557408.03
2010,8,29.741317,87.507218,223.49,3.90911,1965.83,1593490.76
2010,8,27.569633,83.084032,358.81,3.215368,2261.53,1385468.99
2010,8,24.37423,87.762394,368.01,3.318592,2252.36,1577171.09
2010,11,27.455809,81.951091,124.39,5.082452,1324.25,1445546.16
2010,11,27.414651,70.609955,165.02,5.831392,1639.63,1641327.28
2010,11,22.467586,70.886737,62.56,6.180782,1506.17,1481101.38
2010,11,23.666833,73.701065,94.16,5.629871,1098.24,1469104.33
2011,3,30.137234,60.52229,80.4,6.369252,1218.35,1563490.35
2011,3,33.69905,67.333461,74.86,6.907874,1307.69,1480106.3
2011,3,33.052931,72.148133,33.03,7.368521,1388.88,1949428.14
2011,6,25.437377,91.976193,303.24,3.438998,1876.22,1442020.53
2011,6,27.360716,84.100736,350.46,3.781561,1596.71,1403380.7
2011,6,24.106615,84.681373,302.9,4.273537,1907.48,1285614.08
2011,9,26.506467,88.95612,389.52,5.284484,1507.45,1495254.85
2011,9,27.641095,78.982609,397.75,4.515205,1029.39,1143408.61
2011,9,26.846423,85.534737,225.87,4.399175,1480.25,1405643.77
2011,12,26.19642,82.711621,135.63,5.404265,1297.25,1562275.79
2011,12,24.259163,77.634539,52.16,4.353356,2225.33,1651091.36
2011,12,28.231029,69.902112,61.74,5.295409,1551.43,1427059.83
2011,12,27.227184,67.661059,159.36,6.198421,1586.66,1681122.04
2012,1,28.525442,69.145627,62.68,4.27298,2278.07,1757370.74
2012,1,28.611234,78.025462,35.19,5.999301,1032.99,1572192.67
2012,1,24.726474,76.953322,87.76,4.428321,1801.77,1768948.48
2012,1,27.473805,72.036659,61.01,5.231524,1967.03,1576187.11
2012,4,29.876025,65.689113,6.37,6.449057,1456.55,1700904.65
2012,4,32.329593,68.403063,11.06,7.186185,1632.28,1826104.96
2012,4,30.186853,67.086301,42.66,7.377765,1285.05,1489786.59
2012,7,30.338646,79.669278,302.66,4.704031,2259.66,1421133.0
2012,7,30.181408,82.606383,408.36,4.745257,1700.08,1296858.11
2012,7,24.639227,80.074301,270.92,5.3994,1398.42,1523059.46
2012,10,22.351706,84.558084,170.78,4.675585,1745.8,1648101.63
2012,10,28.855706,76.3446,70.85,4.544788,1251.66,1527522.7
2012,10,28.941585,83.939292,130.47,4.77811,1453.49,1475844.11
2013,2,28.838058,70.017779,80.96,5.938421,1994.75,1474812.44
2013,2,23.489243,73.483508,111.04,5.598485,1773.69,1686231.28
2013,2,27.804881,70.57172,137.33,4.171557,1605.46,1514710.36
2013,2,25.501339,76.46746,176.68,5.842227,2093.92,1542941.36
2013,5,29.340389,68.009483,9.26,7.258941,2070.05,1776154.39
2013,5,30.67044,64.765262,28.4,6.442164,1071.26,1455934.19
2013,5,34.391381,74.001179,24.99,6.739208,1613.42,1636515.88
2013,8,27.703885,78.129997,339.43,4.889038,1508.95,1328520.24
2013,8,25.293276,87.657663,291.11,4.239947,2103.57,1382041.83
2013,8,24.234231,82.916129,173.69,4.301609,1285.81,1561508.57
2013,11,25.800242,69.017884,126.96,4.767737,1862.0,1632666.76
2013,11,23.663591,68.791676,142.63,4.096769,2182.43,1578495.52
2013,11,25.900721,84.515179,161.29,5.270564,2221.82,1726557.54
2014,3,34.445902,59.707596,5.28,6.195731,1944.46,1774812.22
2014,3,29.118616,64.51913,10.54,7.240193,1735.45,1707843.4
2014,3,33.657469,66.749837,46.18,6.708063,1594.9,1896905.08
2014,3,32.486556,74.67991,54.83,6.426441,1379.01,1809312.22
2014,6,26.076505,88.692819,409.14,4.739611,1699.5,1435571.53
2014,6,25.941418,81.734421,239.2,4.65052,1552.12,1222138.74
2014,6,26.797279,82.276436,390.52,4.181783,2246.33,1160747.84
2014,9,29.074043,81.458242,360.29,4.349035,2144.42,1545143.45
2014,9,26.682007,81.256731,174.76,4.808659,1412.91,1334489.43
2014,9,28.301722,79.432387,313.89,4.845946,1199.26,1345523.44
2014,12,26.393696,77.862757,170.2,4.549852,1075.16,1254965.87
2014,12,28.515102,82.758919,48.76,4.407867,2219.91,1819627.07
2014,12,22.896607,69.284473,170.19,5.110793,1840.61,1423441.31
