year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh,,,X variable,Y variable,,,,,X variable,Y variable,,,,,,X variable,Y variable,,,,,,X variable,Y variable,,,,X variable,Y variable
2015,11,25.54533333,87.476,156.2,4.36381,1377.45,983865.25,,,26.25870968,931217.47,,,,,86.07258065,931217.47,,,,,,277.72,931217.47,,,,,,4.439887097,931217.47,,,,1052.48,931217.47
2015,12,24.84870968,88.36419355,650.64,3.667209677,1463.87,887315.14,,,25.54533333,983865.25,,,,,87.476,983865.25,,,,,,156.2,983865.25,,,,,,4.36381,983865.25,,,,1377.45,983865.25
2016,1,24.45903226,86.16096774,90.2,4.187625806,1231.32,1009289.32,,,24.84870968,887315.14,,,,,88.36419355,887315.14,,,,,,650.64,887315.14,,,,,,3.667209677,887315.14,,,,1463.87,887315.14
2016,2,24.04275862,84.46793103,146.54,4.358858621,1302.74,981690.07,,,24.45903226,1009289.32,,,,,86.16096774,1009289.32,,,,,,90.2,1009289.32,,,,,,4.187625806,1009289.32,,,,1231.32,1009289.32
2016,3,25.92419355,79.77064516,103.67,5.426025806,1471.23,1041496.8,,,24.04275862,981690.07,,,,,84.46793103,981690.07,,,,,,146.54,981690.07,,,,,,4.358858621,981690.07,,,,1302.74,981690.07
2016,4,28.16666667,72.98966667,36.53,6.501726667,1293.59,1122397.26,,,25.92419355,1041496.8,,,,,79.77064516,1041496.8,,,,,,103.67,1041496.8,,,,,,5.426025806,1041496.8,,,,1471.23,1041496.8
2016,5,28.73903226,75.34677419,132.81,5.771887097,1611.02,1029968.37,,,28.16666667,1122397.26,,,,,72.98966667,1122397.26,,,,,,36.53,1122397.26,,,,,,6.501726667,1122397.26,,,,1293.59,1122397.26
2016,6,27.50433333,82.349,203.36,5.252446667,1397.31,907583.64,,,28.73903226,1029968.37,,,,,75.34677419,1029968.37,,,,,,132.81,1029968.37,,,,,,5.771887097,1029968.37,,,,1611.02,1029968.37
2016,7,27.16645161,82.78580645,244.23,5.137841935,1229.59,843697.15,,,27.50433333,907583.64,,,,,82.349,907583.64,,,,,,203.36,907583.64,,,,,,5.252446667,907583.64,,,,1397.31,907583.64
2016,8,26.29612903,89.97193548,354.26,4.215212903,1113.17,867034.61,,,27.16645161,843697.15,,,,,82.78580645,843697.15,,,,,,244.23,843697.15,,,,,,5.137841935,843697.15,,,,1229.59,843697.15
2016,9,26.361,88.342,231.61,4.746943333,1258.67,916427.54,,,26.29612903,867034.61,,,,,89.97193548,867034.61,,,,,,354.26,867034.61,,,,,,4.215212903,867034.61,,,,1113.17,867034.61
2016,10,26.05258065,88.99935484,387.64,4.171219355,1594.13,1039354.81,,,26.361,916427.54,,,,,88.342,916427.54,,,,,,231.61,916427.54,,,,,,4.746943333,916427.54,,,,1258.67,916427.54
2016,11,25.19533333,89.75,365.27,3.62313,1310.34,971606.44,,,26.05258065,1039354.81,,,,,88.99935484,1039354.81,,,,,,387.64,1039354.81,,,,,,4.171219355,1039354.81,,,,1594.13,1039354.81
2016,12,24.83709677,91.16096774,459.39,3.161670968,1184.43,1049497.3,,,25.19533333,971606.44,,,,,89.75,971606.44,,,,,,365.27,971606.44,,,,,,3.62313,971606.44,,,,1310.34,971606.44
2017,1,23.64193548,88.48096774,259.35,3.27146129,1257.47,1006295.84,,,24.83709677,1049497.3,,,,,91.16096774,1049497.3,,,,,,459.39,1049497.3,,,,,,3.161670968,1049497.3,,,,1184.43,1049497.3
2017,2,23.30642857,86.44107143,168.43,4.1387,1117.06,902152.61,,,23.64193548,1006295.84,,,,,88.48096774,1006295.84,,,,,,259.35,1006295.84,,,,,,3.27146129,1006295.84,,,,1257.47,1006295.84
2017,3,24.98806452,81.56516129,65.76,5.297974194,1642.36,1052750.08,,,23.30642857,902152.61,,,,,86.44107143,902152.61,,,,,,168.43,902152.61,,,,,,4.1387,902152.61,,,,1117.06,902152.61
2017,4,27.49,75.214,104.84,5.859936667,1665.97,1069576.12,,,24.98806452,1052750.08,,,,,81.56516129,1052750.08,,,,,,65.76,1052750.08,,,,,,5.297974194,1052750.08,,,,1642.36,1052750.08
2017,5,28.01483871,79.70096774,171.54,5.841725806,1773.74,1102425.19,,,27.49,1069576.12,,,,,75.214,1069576.12,,,,,,104.84,1069576.12,,,,,,5.859936667,1069576.12,,,,1665.97,1069576.12
2017,6,27.68833333,81.38833333,192.02,5.766103333,1176.09,950194.15,,,28.01483871,1102425.19,,,,,79.70096774,1102425.19,,,,,,171.54,1102425.19,,,,,,5.841725806,1102425.19,,,,1773.74,1102425.19
2017,7,26.40967742,87.23806452,357.71,4.253035484,1282.88,919718.69,,,27.68833333,950194.15,,,,,81.38833333,950194.15,,,,,,192.02,950194.15,,,,,,5.766103333,950194.15,,,,1176.09,950194.15
2017,8,26.85,85.68741935,307.13,5.129567742,1081.28,918129.72,,,26.40967742,919718.69,,,,,87.23806452,919718.69,,,,,,357.71,919718.69,,,,,,4.253035484,919718.69,,,,1282.88,919718.69
2017,9,26.80966667,86.18366667,456.28,4.589086667,1349.99,898991.34,,,26.85,918129.72,,,,,85.68741935,918129.72,,,,,,307.13,918129.72,,,,,,5.129567742,918129.72,,,,1081.28,918129.72
2017,10,26.20451613,87.75064516,359.3,3.669412903,1681.91,1021936.89,,,26.80966667,898991.34,,,,,86.18366667,898991.34,,,,,,456.28,898991.34,,,,,,4.589086667,898991.34,,,,1349.99,898991.34
2017,11,25.58966667,91.10266667,468.24,3.59439,1024.78,905598.34,,,26.20451613,1021936.89,,,,,87.75064516,1021936.89,,,,,,359.3,1021936.89,,,,,,3.669412903,1021936.89,,,,1681.91,1021936.89
2017,12,24.57064516,90.17,485.34,2.892432258,1140.13,1000372.05,,,25.58966667,905598.34,,,,,91.10266667,905598.34,,,,,,468.24,905598.34,,,,,,3.59439,905598.34,,,,1024.78,905598.34
2018,1,24.01483871,89.04741935,223.65,3.351916129,1410.89,1020142.93,,,24.57064516,1000372.05,,,,,90.17,1000372.05,,,,,,485.34,1000372.05,,,,,,2.892432258,1000372.05,,,,1140.13,1000372.05
2018,2,24.48857143,85.12821429,94.61,4.520014286,1552.18,1045580.44,,,24.01483871,1020142.93,,,,,89.04741935,1020142.93,,,,,,223.65,1020142.93,,,,,,3.351916129,1020142.93,,,,1410.89,1020142.93
2018,3,24.92774194,80.82935484,98.04,5.230480645,1715.05,1172770.13,,,24.48857143,1045580.44,,,,,85.12821429,1045580.44,,,,,,94.61,1045580.44,,,,,,4.520014286,1045580.44,,,,1552.18,1045580.44
2018,4,26.78033333,78.32566667,74.51,6.04352,1250.52,1076853.73,,,24.92774194,1172770.13,,,,,80.82935484,1172770.13,,,,,,98.04,1172770.13,,,,,,5.230480645,1172770.13,,,,1715.05,1172770.13
2018,5,27.91322581,78.94903226,126.67,5.892841935,1543.42,1072276.32,,,26.78033333,1076853.73,,,,,78.32566667,1076853.73,,,,,,74.51,1076853.73,,,,,,6.04352,1076853.73,,,,1250.52,1076853.73
2018,6,26.65933333,86.998,386.48,4.56194,1263.81,905561.94,,,27.91322581,1072276.32,,,,,78.94903226,1072276.32,,,,,,126.67,1072276.32,,,,,,5.892841935,1072276.32,,,,1543.42,1072276.32
2018,7,25.8983871,90.72612903,455.58,4.283625806,1170.1,882449.3,,,26.65933333,905561.94,,,,,86.998,905561.94,,,,,,386.48,905561.94,,,,,,4.56194,905561.94,,,,1263.81,905561.94
2018,8,25.89677419,89.50451613,278.29,4.221864516,1240.79,954018.22,,,25.8983871,882449.3,,,,,90.72612903,882449.3,,,,,,455.58,882449.3,,,,,,4.283625806,882449.3,,,,1170.1,882449.3
2018,9,26.19733333,87.14766667,308.1,4.792483333,1376.77,969857.87,,,25.89677419,954018.22,,,,,89.50451613,954018.22,,,,,,278.29,954018.22,,,,,,4.221864516,954018.22,,,,1240.79,954018.22
2018,10,25.93516129,84.89935484,156.05,5.019554839,1124.06,966657.41,,,26.19733333,969857.87,,,,,87.14766667,969857.87,,,,,,308.1,969857.87,,,,,,4.792483333,969857.87,,,,1376.77,969857.87
2018,11,25.36133333,85.934,122.2,4.281616667,1361.8,1043434.61,,,25.93516129,966657.41,,,,,84.89935484,966657.41,,,,,,156.05,966657.41,,,,,,5.019554839,966657.41,,,,1124.06,966657.41
2018,12,24.81741935,87.90548387,475.17,3.074654839,1716.72,1070315.83,,,25.36133333,1043434.61,,,,,85.934,1043434.61,,,,,,122.2,1043434.61,,,,,,4.281616667,1043434.61,,,,1361.8,1043434.61
2019,1,23.2816129,85.84064516,105.54,3.945187097,1646.4,1022413.09,,,24.81741935,1070315.83,,,,,87.90548387,1070315.83,,,,,,475.17,1070315.83,,,,,,3.074654839,1070315.83,,,,1716.72,1070315.83
2019,2,23.6425,80.23535714,28.61,5.242296429,1250.01,1070690.87,,,23.2816129,1022413.09,,,,,85.84064516,1022413.09,,,,,,105.54,1022413.09,,,,,,3.945187097,1022413.09,,,,1646.4,1022413.09
2019,3,26.24354839,72.16548387,17.76,6.0485,1566.06,1267340.29,,,23.6425,1070690.87,,,,,80.23535714,1070690.87,,,,,,28.61,1070690.87,,,,,,5.242296429,1070690.87,,,,1250.01,1070690.87
2019,4,28.23566667,70.43233333,50.92,6.51488,1533.04,1186663.36,,,26.24354839,1267340.29,,,,,72.16548387,1267340.29,,,,,,17.76,1267340.29,,,,,,6.0485,1267340.29,,,,1566.06,1267340.29
2019,5,28.47580645,76.72516129,208.52,5.780177419,1733.66,1215037.28,,,28.23566667,1186663.36,,,,,70.43233333,1186663.36,,,,,,50.92,1186663.36,,,,,,6.51488,1186663.36,,,,1533.04,1186663.36
2019,6,27.901,83.81933333,187.81,5.68217,1229.96,977363.95,,,28.47580645,1215037.28,,,,,76.72516129,1215037.28,,,,,,208.52,1215037.28,,,,,,5.780177419,1215037.28,,,,1733.66,1215037.28
2019,7,26.57967742,86.55,244.52,4.96776129,1394.37,953908.37,,,27.901,977363.95,,,,,83.81933333,977363.95,,,,,,187.81,977363.95,,,,,,5.68217,977363.95,,,,1229.96,977363.95
2019,8,26.15225806,90.25870968,322.45,4.099916129,1394.3,973934.36,,,26.57967742,953908.37,,,,,86.55,953908.37,,,,,,244.52,953908.37,,,,,,4.96776129,953908.37,,,,1394.37,953908.37
2019,9,26.072,87.90766667,276.82,4.32614,1110.63,987556.95,,,26.15225806,973934.36,,,,,90.25870968,973934.36,,,,,,322.45,973934.36,,,,,,4.099916129,973934.36,,,,1394.3,973934.36
2019,10,26.22451613,85.39645161,168.34,4.735145161,1654.89,1013039.22,,,26.072,987556.95,,,,,87.90766667,987556.95,,,,,,276.82,987556.95,,,,,,4.32614,987556.95,,,,1110.63,987556.95
2019,11,25.54766667,88.62433333,198.7,3.744093333,1702.61,1046574.35,,,26.22451613,1013039.22,,,,,85.39645161,1013039.22,,,,,,168.34,1013039.22,,,,,,4.735145161,1013039.22,,,,1654.89,1013039.22
2019,12,24.7816129,88.34096774,320.76,3.693367742,1804.82,1096184.91,,,25.54766667,1046574.35,,,,,88.62433333,1046574.35,,,,,,198.7,1046574.35,,,,,,3.744093333,1046574.35,,,,1702.61,1046574.35
2020,1,24.38709677,83.86096774,136.14,3.931558065,1339.62,1040737.35,,,24.7816129,1096184.91,,,,,88.34096774,1096184.91,,,,,,320.76,1096184.91,,,,,,3.693367742,1096184.91,,,,1804.82,1096184.91
2020,2,23.24206897,84.97793103,737.59,4.364631034,1638.43,1004436.99,,,24.38709677,1040737.35,,,,,83.86096774,1040737.35,,,,,,136.14,1040737.35,,,,,,3.931558065,1040737.35,,,,1339.62,1040737.35
2020,3,25.2383871,84.80419355,575.42,5.9448,1889.8,1137649.43,,,23.24206897,1004436.99,,,,,84.97793103,1004436.99,,,,,,737.59,1004436.99,,,,,,4.364631034,1004436.99,,,,1638.43,1004436.99
2020,4,26.41166667,84.178,605.5,5.892586667,1917.29,1199398.57,,,25.2383871,1137649.43,,,,,84.80419355,1137649.43,,,,,,575.42,1137649.43,,,,,,5.9448,1137649.43,,,,1889.8,1137649.43
2020,5,27.94741935,82.98709677,245.42,5.895329032,1598.77,1254705.09,,,26.41166667,1199398.57,,,,,84.178,1199398.57,,,,,,605.5,1199398.57,,,,,,5.892586667,1199398.57,,,,1917.29,1199398.57
2020,6,27.34266667,84.00533333,598.42,5.622523333,1648.66,1035057.54,,,27.94741935,1254705.09,,,,,82.98709677,1254705.09,,,,,,245.42,1254705.09,,,,,,5.895329032,1254705.09,,,,1598.77,1254705.09
2020,7,26.92516129,84.76967742,252.58,5.295416129,1484.82,1008571.03,,,27.34266667,1035057.54,,,,,84.00533333,1035057.54,,,,,,598.42,1035057.54,,,,,,5.622523333,1035057.54,,,,1648.66,1035057.54
2020,8,26.54580645,86.05129032,247.47,4.650941935,1882.77,1172659.91,,,26.92516129,1008571.03,,,,,84.76967742,1008571.03,,,,,,252.58,1008571.03,,,,,,5.295416129,1008571.03,,,,1484.82,1008571.03
2020,9,27.02133333,85.03166667,270.71,5.129313333,1069.16,945255.98,,,26.54580645,1172659.91,,,,,86.05129032,1172659.91,,,,,,247.47,1172659.91,,,,,,4.650941935,1172659.91,,,,1882.77,1172659.91
2020,10,26.20096774,90.09870968,1050.3,3.603970968,1364.15,1073881.87,,,27.02133333,945255.98,,,,,85.03166667,945255.98,,,,,,270.71,945255.98,,,,,,5.129313333,945255.98,,,,1069.16,945255.98
2020,11,25.40533333,90.67533333,1075.6,3.528903333,1486.87,1061106.4,,,26.20096774,1073881.87,,,,,90.09870968,1073881.87,,,,,,1050.3,1073881.87,,,,,,3.603970968,1073881.87,,,,1364.15,1073881.87
2020,12,25.00903226,91.47870968,860.05,3.276909677,1669.79,1145920.85,,,25.40533333,1061106.4,,,,,90.67533333,1061106.4,,,,,,1075.6,1061106.4,,,,,,3.528903333,1061106.4,,,,1486.87,1061106.4
2021,1,23.73548387,88.83645161,279.34,3.264893548,1637.61,1117640.86,,,25.00903226,1145920.85,,,,,91.47870968,1145920.85,,,,,,860.05,1145920.85,,,,,,3.276909677,1145920.85,,,,1669.79,1145920.85
2021,2,24.02892857,86.48392857,159.77,4.179196429,1508.06,1078770.02,,,23.73548387,1117640.86,,,,,88.83645161,1117640.86,,,,,,279.34,1117640.86,,,,,,3.264893548,1117640.86,,,,1637.61,1117640.86
2021,3,25.47451613,84.99354839,162.74,5.156877419,1363.57,1180888.01,,,24.02892857,1078770.02,,,,,86.48392857,1078770.02,,,,,,159.77,1078770.02,,,,,,4.179196429,1078770.02,,,,1508.06,1078770.02
2021,4,26.686,76.851,58.43,5.68279,2006.23,1273353.84,,,25.47451613,1180888.01,,,,,84.99354839,1180888.01,,,,,,162.74,1180888.01,,,,,,5.156877419,1180888.01,,,,1363.57,1180888.01
2021,5,28.35290323,77.43709677,73.62,6.1078,1435.16,1148003.9,,,26.686,1273353.84,,,,,76.851,1273353.84,,,,,,58.43,1273353.84,,,,,,5.68279,1273353.84,,,,2006.23,1273353.84
2021,6,27.18133333,83.08666667,173.78,5.404516667,1466.1,992026.09,,,28.35290323,1148003.9,,,,,77.43709677,1148003.9,,,,,,73.62,1148003.9,,,,,,6.1078,1148003.9,,,,1435.16,1148003.9
2021,7,26.68451613,88.96903226,475.6,4.089609677,1393.53,1115952.17,,,27.18133333,992026.09,,,,,83.08666667,992026.09,,,,,,173.78,992026.09,,,,,,5.404516667,992026.09,,,,1466.1,992026.09
2021,8,26.8483871,85.40387097,193.63,4.780316129,1187.35,1060982.71,,,26.68451613,1115952.17,,,,,88.96903226,1115952.17,,,,,,475.6,1115952.17,,,,,,4.089609677,1115952.17,,,,1393.53,1115952.17
2021,9,26.518,87.974,409.48,4.363793333,1201.93,1031288.47,,,26.8483871,1060982.71,,,,,85.40387097,1060982.71,,,,,,193.63,1060982.71,,,,,,4.780316129,1060982.71,,,,1187.35,1060982.71
2021,10,26.01483871,89.23064516,293.28,3.739493548,1398.44,1158289.72,,,26.518,1031288.47,,,,,87.974,1031288.47,,,,,,409.48,1031288.47,,,,,,4.363793333,1031288.47,,,,1201.93,1031288.47
2021,11,25.74633333,89.99733333,225.48,3.9189,1370.48,1206115.09,,,26.01483871,1158289.72,,,,,89.23064516,1158289.72,,,,,,293.28,1158289.72,,,,,,3.739493548,1158289.72,,,,1398.44,1158289.72
2021,12,24.05677419,87.2816129,182.04,3.36303871,1439.81,1035362.47,,,25.74633333,1206115.09,,,,,89.99733333,1206115.09,,,,,,225.48,1206115.09,,,,,,3.9189,1206115.09,,,,1370.48,1206115.09
2022,1,23.79967742,85.0216129,108.47,4.031029032,1596.22,1087334.7,,,24.05677419,1035362.47,,,,,87.2816129,1035362.47,,,,,,182.04,1035362.47,,,,,,3.36303871,1035362.47,,,,1439.81,1035362.47
2022,2,24.64428571,85.35107143,140.96,4.118753571,1910.94,1169869.61,,,23.79967742,1087334.7,,,,,85.0216129,1087334.7,,,,,,108.47,1087334.7,,,,,,4.031029032,1087334.7,,,,1596.22,1087334.7
2022,3,26.02387097,83.08290323,100.55,5.35316129,1911.56,1351662.41,,,24.64428571,1169869.61,,,,,85.35107143,1169869.61,,,,,,140.96,1169869.61,,,,,,4.118753571,1169869.61,,,,1910.94,1169869.61
2022,4,26.16466667,84.29733333,230.2,5.042056667,1932.74,1174841.09,,,26.02387097,1351662.41,,,,,83.08290323,1351662.41,,,,,,100.55,1351662.41,,,,,,5.35316129,1351662.41,,,,1911.56,1351662.41
2022,5,27.52129032,80.49580645,183.91,5.764358065,1636.1,1269945.01,,,26.16466667,1174841.09,,,,,84.29733333,1174841.09,,,,,,230.2,1174841.09,,,,,,5.042056667,1174841.09,,,,1932.74,1174841.09
2022,6,27.19866667,83.04633333,244.91,5.450413333,1567.25,1002339.31,,,27.52129032,1269945.01,,,,,80.49580645,1269945.01,,,,,,183.91,1269945.01,,,,,,5.764358065,1269945.01,,,,1636.1,1269945.01
2022,7,27.11677419,85.84451613,295.17,4.755048387,1683.35,1053017.52,,,27.19866667,1002339.31,,,,,83.04633333,1002339.31,,,,,,244.91,1002339.31,,,,,,5.450413333,1002339.31,,,,1567.25,1002339.31
2022,8,26.28741935,87.47741935,341.27,4.229383871,1266.16,998707.52,,,27.11677419,1053017.52,,,,,85.84451613,1053017.52,,,,,,295.17,1053017.52,,,,,,4.755048387,1053017.52,,,,1683.35,1053017.52
2022,9,26.155,89.37866667,368.87,4.579343333,1438.46,1073205.63,,,26.28741935,998707.52,,,,,87.47741935,998707.52,,,,,,341.27,998707.52,,,,,,4.229383871,998707.52,,,,1266.16,998707.52
2022,10,26.2683871,89.77419355,560.65,4.108135484,1532.38,1178346.39,,,26.155,1073205.63,,,,,89.37866667,1073205.63,,,,,,368.87,1073205.63,,,,,,4.579343333,1073205.63,,,,1438.46,1073205.63
2022,11,25.70366667,91.027,239.09,3.801266667,1730.78,1131004.62,,,26.2683871,1178346.39,,,,,89.77419355,1178346.39,,,,,,560.65,1178346.39,,,,,,4.108135484,1178346.39,,,,1532.38,1178346.39
2022,12,24.44516129,89.68290323,316.38,3.036767742,1678.89,1206269.82,,,25.70366667,1131004.62,,,,,91.027,1131004.62,,,,,,239.09,1131004.62,,,,,,3.801266667,1131004.62,,,,1730.78,1131004.62
2023,1,23.60322581,90.03548387,404.36,3.101880645,1353.69,1211755.62,,,24.44516129,1206269.82,,,,,89.68290323,1206269.82,,,,,,316.38,1206269.82,,,,,,3.036767742,1206269.82,,,,1678.89,1206269.82
2023,2,24.11928571,85.72464286,117.59,4.343689286,1486.45,1153621.47,,,23.60322581,1211755.62,,,,,90.03548387,1211755.62,,,,,,404.36,1211755.62,,,,,,3.101880645,1211755.62,,,,1353.69,1211755.62
2023,3,24.80322581,79.73709677,23.34,5.6874,1754.21,1289624.23,,,24.11928571,1153621.47,,,,,85.72464286,1153621.47,,,,,,117.59,1153621.47,,,,,,4.343689286,1153621.47,,,,1486.45,1153621.47
2023,4,27.387,75.72466667,94.87,5.480026667,1962.21,1321591.23,,,24.80322581,1289624.23,,,,,79.73709677,1289624.23,,,,,,23.34,1289624.23,,,,,,5.6874,1289624.23,,,,1754.21,1289624.23
2023,5,28.41387097,78.40580645,150.2,5.519196774,1834.02,1323449.77,,,27.387,1321591.23,,,,,75.72466667,1321591.23,,,,,,94.87,1321591.23,,,,,,5.480026667,1321591.23,,,,1962.21,1321591.23
2023,6,27.60866667,84.50766667,272.05,5.32746,1483.24,1093508.6,,,28.41387097,1323449.77,,,,,78.40580645,1323449.77,,,,,,150.2,1323449.77,,,,,,5.519196774,1323449.77,,,,1834.02,1323449.77
2023,7,27.08354839,86.59612903,429.02,4.645274194,1559.39,1016440.39,,,27.60866667,1093508.6,,,,,84.50766667,1093508.6,,,,,,272.05,1093508.6,,,,,,5.32746,1093508.6,,,,1483.24,1093508.6
2023,8,26.81580645,88.84419355,188.17,5.102758065,1207.81,1043163.34,,,27.08354839,1016440.39,,,,,86.59612903,1016440.39,,,,,,429.02,1016440.39,,,,,,4.645274194,1016440.39,,,,1559.39,1016440.39
2023,9,27.34333333,85.283,237.11,4.636236667,1717.7,1035230.26,,,26.81580645,1043163.34,,,,,88.84419355,1043163.34,,,,,,188.17,1043163.34,,,,,,5.102758065,1043163.34,,,,1207.81,1043163.34
2023,10,26.50967742,88.5216129,255.69,3.993809677,1852.38,1185395.81,,,27.34333333,1035230.26,,,,,85.283,1035230.26,,,,,,237.11,1035230.26,,,,,,4.636236667,1035230.26,,,,1717.7,1035230.26
2023,11,25.78833333,89.69866667,323.74,3.674496667,1605.69,1129706.35,,,26.50967742,1185395.81,,,,,88.5216129,1185395.81,,,,,,255.69,1185395.81,,,,,,3.993809677,1185395.81,,,,1852.38,1185395.81
2023,12,25.31322581,89.68645161,338.73,3.590316129,1359.72,1159294.13,,,25.78833333,1129706.35,,,,,89.69866667,1129706.35,,,,,,323.74,1129706.35,,,,,,3.674496667,1129706.35,,,,1605.69,1129706.35
2024,1,23.9516129,85.64741935,93.06,3.709564516,1411.41,1199039.07,,,25.31322581,1159294.13,,,,,89.68645161,1159294.13,,,,,,338.73,1159294.13,,,,,,3.590316129,1159294.13,,,,1359.72,1159294.13
2024,2,24.62586207,81.01034483,38.23,4.959327586,1804.5,1182828.32,,,23.9516129,1199039.07,,,,,85.64741935,1199039.07,,,,,,93.06,1199039.07,,,,,,3.709564516,1199039.07,,,,1411.41,1199039.07
2024,3,25.9883871,78.19741935,69.91,5.272519355,2083.4,1307302.01,,,24.62586207,1182828.32,,,,,81.01034483,1182828.32,,,,,,38.23,1182828.32,,,,,,4.959327586,1182828.32,,,,1804.5,1182828.32
2024,4,28.68866667,70.48533333,12.14,6.736396667,1498.89,1340851.5,,,25.9883871,1307302.01,,,,,78.19741935,1307302.01,,,,,,69.91,1307302.01,,,,,,5.272519355,1307302.01,,,,2083.4,1307302.01
2024,5,29.17096774,75.28935484,268.18,5.780074194,1885.85,1329177.92,,,28.68866667,1340851.5,,,,,70.48533333,1340851.5,,,,,,12.14,1340851.5,,,,,,6.736396667,1340851.5,,,,1498.89,1340851.5
2024,6,28.18266667,82.27466667,238.36,5.41397,1587.18,1086533.67,,,29.17096774,1329177.92,,,,,75.28935484,1329177.92,,,,,,268.18,1329177.92,,,,,,5.780074194,1329177.92,,,,1885.85,1329177.92
2024,7,26.88483871,87.61193548,528.28,3.990751613,1938.54,1202751.66,,,28.18266667,1086533.67,,,,,82.27466667,1086533.67,,,,,,238.36,1086533.67,,,,,,5.41397,1086533.67,,,,1587.18,1086533.67
2024,8,27.36903226,85.61580645,218.94,5.295758065,1711.55,1044188.78,,,26.88483871,1202751.66,,,,,87.61193548,1202751.66,,,,,,528.28,1202751.66,,,,,,3.990751613,1202751.66,,,,1938.54,1202751.66
2024,9,26.67733333,89.28266667,385.38,4.038306667,1464.51,1204739.88,,,27.36903226,1044188.78,,,,,85.61580645,1044188.78,,,,,,218.94,1044188.78,,,,,,5.295758065,1044188.78,,,,1711.55,1044188.78
2024,10,26.61709677,88.54096774,504.41,3.894477419,1653.03,1151646.04,,,26.67733333,1204739.88,,,,,89.28266667,1204739.88,,,,,,385.38,1204739.88,,,,,,4.038306667,1204739.88,,,,1464.51,1204739.88
2024,11,26.20466667,87.13233333,165.62,4.258776667,1908.16,1220657.92,,,26.61709677,1151646.04,,,,,88.54096774,1151646.04,,,,,,504.41,1151646.04,,,,,,3.894477419,1151646.04,,,,1653.03,1151646.04
2024,12,25.20677419,90.95677419,573.43,2.682490323,2122.93,1312734.32,,,26.20466667,1220657.92,,,,,87.13233333,1220657.92,,,,,,165.62,1220657.92,,,,,,4.258776667,1220657.92,,,,1908.16,1220657.92
2025,1,24.36387097,88.86290323,210.24,3.420067742,1826.96,1147404.68,,,25.20677419,1312734.32,,,,,90.95677419,1312734.32,,,,,,573.43,1312734.32,,,,,,2.682490323,1312734.32,,,,2122.93,1312734.32
2025,2,24.47142857,87.385,219.95,3.897553571,1770.46,1340997.35,,,24.36387097,1147404.68,,,,,88.86290323,1147404.68,,,,,,210.24,1147404.68,,,,,,3.420067742,1147404.68,,,,1826.96,1147404.68
2025,3,25.54258065,84.30645161,129.94,4.775725806,1942.51,1230248.87,,,24.47142857,1340997.35,,,,,87.385,1340997.35,,,,,,219.95,1340997.35,,,,,,3.897553571,1340997.35,,,,1770.46,1340997.35
